"ID","Name","State","Public","Avg.SAT","Avg.ACT","Applied","Accepted","Size","Out.Tuition","Spending"
1775,"University of Illinois - Urbana","IL",1,1139,27,14939,11652,25422,7560,8559
1776,"University of Illinois at Chicago","IL",1,NA,21,8384,5727,13518,7230,13883
1780,"Western Illinois University","IL",1,NA,22,6491,5027,9015,5706,6566
1781,"Wheaton College","IL",2,NA,NA,1432,920,2200,11480,11916
1785,"Anderson University","IN",2,885,21,1216,908,1819,10100,7994
1786,"Ball State University","IN",1,895,21,9361,7910,16148,7244,7449
1787,"Bethel College","IN",2,943,22,495,415,733,9300,6392
1788,"Butler University","IN",2,1028,25,2362,2037,2607,13130,9511
1792,"DePauw University","IN",2,NA,NA,1994,1656,1983,14300,11525
1793,"Earlham College","IN",2,1120,25,1358,1006,1028,15036,14634
1795,"University of Evansville","IN",2,1036,NA,2096,1626,2551,11800,7780
1798,"Franklin College","IN",2,1013,22,804,632,840,10390,11751
1799,"Goshen College","IN",2,1006,NA,440,396,910,9420,10270
1800,"Grace College and Seminary","IN",2,NA,21,548,428,618,8958,9798
1801,"Hanover College","IN",2,1040,24,1006,837,1024,8200,9248
1803,"Huntington College","IN",2,902,21,450,430,488,9950,9466
1804,"University of Indianapolis","IN",2,919,21,1487,1276,1417,11120,6735
1805,"Indiana Institute of Technology","IN",2,937,22,1052,810,477,8120,6111
1808,"University of Southern Indiana","IN",1,813,18,2379,2133,4283,4973,4078
1809,"Indiana University at Bloomington","IN",1,996,24,16587,13243,24763,9766,8686
1811,"Indiana Univ. East","IN",1,NA,NA,814,814,988,6140,5153
1812,"Indiana Univ.-Purdue Univ. at Fort Wayne","IN",1,NA,NA,2464,2306,4981,5170,4843
1813,"Indiana Univ.-Purdue Univ. at Indianapolis","IN",1,816,19,4630,3655,9216,8490,12803
1814,"Indiana Univ. at Kokomo","IN",1,802,NA,1108,1086,1139,6140,6303
1815,"Indiana Univ. Northwest","IN",1,NA,NA,1572,1241,2699,6140,4635
1816,"Indiana Univ. at South Bend","IN",1,NA,NA,1500,1250,2761,6594,5378
1817,"Indiana Univ. Southeast","IN",1,NA,NA,1265,1256,2728,6140,4546
1820,"Manchester College","IN",2,950,22,1004,802,909,10440,7940
1821,"Marian College","IN",2,867,NA,770,542,923,9990,7799
1822,"Indiana Wesleyan University","IN",2,863,21,735,423,2448,9210,6562
1824,"Oakland City College","IN",2,NA,NA,495,465,695,7260,5514
1825,"Purdue University at West Lafayette","IN",1,998,24,21804,18744,26213,9556,8604
1827,"Purdue University Calumet","IN",1,890,22,NA,NA,3831,5521,NA
1830,"Rose-Hulman Institute of Technology","IN",2,1210,30,3320,1840,1320,13380,13550
1832,"Saint Francis College","IN",2,860,21,213,166,513,8670,7440
1833,"Saint Joseph's College","IN",2,917,22,920,684,815,11200,7360
1834,"Calumet College of St. Joseph","IN",2,NA,NA,225,203,470,3960,4119
1835,"Saint Mary-of-the-Woods College","IN",2,814,20,150,130,341,10300,9678
1836,"Saint Mary's College","IN",2,1026,25,888,734,1433,12730,11165
1837,"Saint Meinrad College","IN",2,NA,NA,69,44,118,6004,NA
1838,"Taylor University","IN",2,1092,25,1769,1092,1757,10965,8294
1839,"Tri-State University","IN",2,911,21,1262,1102,978,9456,7603
1840,"University of Notre Dame","IN",2,1220,NA,7700,3700,7671,16850,13936
1842,"Valparaiso University","IN",2,NA,NA,2075,1727,2501,11800,9681
1844,"Wabash College","IN",2,NA,NA,800,623,801,12925,14904
9563,"Indiana State University","IN",1,825,20,5659,4761,8596,6892,6996
1903,"Baker University","KS",2,NA,23,602,483,958,8620,6136
1904,"Bethany College","KS",2,NA,23,878,816,706,8740,7718
1905,"Bethel College","KS",2,NA,22,202,184,537,8540,8324
1915,"Fort Hays State University","KS",1,NA,NA,1363,1363,3640,4869,5804
1918,"Friends University","KS",2,NA,20,358,276,838,8516,4962
1926,"Pittsburg State University","KS",1,NA,21,1419,1313,4469,5424,1834
1927,"Emporia State University","KS",1,NA,20,1256,1256,3957,5401,5527
1928,"Kansas State University","KS",1,NA,NA,5880,4075,14914,6995,6122
1929,"Kansas Wesleyan University","KS",2,NA,21,589,575,474,8400,6535
1933,"McPherson College","KS",2,NA,22,420,293,336,7950,9754
1937,"Ottawa University","KS",2,NA,NA,607,388,538,7250,NA
1940,"Southwestern College","KS",2,NA,21,213,155,504,7200,7818
1943,"Saint Mary College","KS",2,NA,NA,273,229,439,7800,7364
1945,"Sterling College","KS",2,843,22,479,373,631,8280,10049
1946,"Tabor College","KS",2,NA,22,257,183,396,7850,7233
1948,"University of Kansas","KS",1,NA,23,8579,5561,17880,6994,9657
1949,"Washburn University","KS",1,NA,NA,1100,1078,3157,4774,5828
1950,"Wichita State University","KS",1,NA,21,2901,2236,6550,6994,5950
7032,"MidAmerica Nazarene College","KS",2,NA,22,331,331,1100,6840,5524
10256,"Benedictine College","KS",2,NA,NA,632,620,702,9550,5922
1951,"Alice Lloyd College","KY",2,NA,NA,1174,607,555,3800,6616
1952,"Asbury College","KY",2,989,23,643,509,1110,8988,7741
1954,"Bellarmine College","KY",2,989,23,807,707,1198,8840,6668
1955,"Berea College","KY",2,979,22,1836,599,1540,NA,11719
1958,"Brescia College","KY",2,NA,NA,307,260,452,7500,6554
1959,"Campbellsville College","KY",2,NA,NA,848,587,935,6060,5391
1960,"Spalding University","KY",2,NA,20,283,201,589,8400,6860
1961,"Centre College","KY",2,1109,27,1013,888,943,11850,13118
1962,"Cumberland College","KY",2,890,21,995,789,1306,6230,8189
1963,"Eastern Kentucky University","KY",1,NA,19,5443,5135,11208,4700,5394
1964,"Georgetown College","KY",2,NA,22,727,693,1063,8100,7508
1968,"Kentucky State University","KY",1,NA,NA,1636,952,1544,4120,8372
1969,"Kentucky Wesleyan College","KY",2,860,22,584,497,662,8000,7058
1972,"Lindsey Wilson College","KY",2,NA,18,1089,865,1006,6600,5067
1976,"Morehead State University","KY",1,NA,20,2825,2495,6311,4740,5175
1977,"Murray State University","KY",1,NA,22,2225,1910,5968,4738,5972
1980,"Pikeville College","KY",2,NA,NA,404,400,797,6000,5557
1987,"Transylvania University","KY",2,1096,26,759,729,867,10900,10219
1988,"Union College","KY",2,830,20,484,384,634,7800,6864
1989,"University of Kentucky","KY",1,NA,25,7769,5689,14931,6640,11098
1999,"University of Louisville","KY",1,NA,21,4777,3057,9844,6540,10207
2001,"Thomas More College","KY",2,964,23,808,594,756,9490,7678
2002,"Western Kentucky University","KY",1,NA,NA,4441,3260,10264,4961,5063
9275,"Northern Kentucky University","KY",1,NA,NA,2920,2506,7112,4720,4745
2003,"Centenary College of Louisiana","LA",2,1060,25,495,434,775,8950,9685
2004,"Dillard University","LA",2,NA,20,1998,1376,1539,6700,7566
2005,"Nicholls State University","LA",1,NA,19,2020,1898,4921,4572,4466
2006,"Grambling State University","LA",1,NA,NA,4847,3518,6567,1044,5034
2007,"Louisiana College","LA",2,NA,NA,2013,1053,912,5150,7547
2008,"Louisiana Tech University","LA",1,NA,22,2397,2144,6720,3957,4546
2010,"Louisiana State University at Baton Rouge","LA",1,997,23,5996,4993,16269,5925,6741
2013,"Louisiana State University at Shreveport","LA",1,NA,NA,675,645,2413,4990,4287
2015,"University of New Orleans","LA",1,947,21,2406,2139,8158,5154,5260
2016,"Loyola University","LA",2,1050,25,1891,1698,2740,11100,9456
2017,"McNeese State University","LA",1,NA,19,2066,2031,6020,3450,3976
2020,"Northeast Louisiana University","LA",1,NA,20,2963,2814,8718,3804,4092
2021,"Northwestern State University of Louisiana","LA",1,NA,20,2671,2671,5742,4040,4587
2023,"Our Lady of Holy Cross College","LA",2,NA,NA,246,217,674,4400,5053
2024,"Southeastern Louisiana University","LA",1,NA,19,3247,3247,9724,3854,3666
2026,"Southern University at New Orleans","LA",1,NA,17,900,900,2911,3009,4355
2029,"Tulane University","LA",2,NA,NA,7033,5125,4941,19040,16920
2031,"University of Southwestern Louisiana","LA",1,NA,19,4299,4250,11767,4898,4099
2032,"Xavier University of Louisiana","LA",2,890,21,2097,1915,2793,6900,8323
9636,"Southern University and A & M College","LA",1,NA,17,2431,2416,7534,3950,5244
2114,"American International College","MA",2,NA,NA,1420,1093,1018,8700,7355
2115,"Amherst College","MA",2,1324,25,4302,992,1593,19760,21424
2117,"Anna Maria College","MA",2,NA,NA,350,283,367,10800,5982
2118,"Assumption College","MA",2,NA,NA,2135,1700,1708,12000,7100
2120,"Merrimack College","MA",2,1000,NA,1981,1541,1927,12500,8707
2121,"Babson College","MA",2,NA,NA,2007,1139,1680,16600,15286
2124,"Bentley College","MA",2,NA,NA,3466,2330,3095,13800,10941
2126,"Berklee College of Music","MA",2,NA,NA,1975,1516,2223,11550,9719
2128,"Boston College","MA",2,NA,NA,13112,6179,8807,16640,10989
2130,"Boston University","MA",2,1150,26,20192,13007,14971,18420,16836
2132,"Bradford College","MA",2,NA,NA,443,330,453,14080,15387
2133,"Brandeis University","MA",2,NA,NA,4186,2743,2819,19380,17150
2139,"Clark University","MA",2,NA,NA,2887,2059,1928,17500,11951
2140,"Elms College","MA",2,890,NA,245,208,544,11800,8952
2141,"College of the Holy Cross","MA",2,1200,NA,2994,1691,2675,18000,12138
2143,"Curry College","MA",2,810,NA,1224,936,891,13600,11992
2145,"Eastern Nazarene College","MA",2,980,NA,516,409,1238,8770,6430
2146,"Emerson College","MA",2,1020,NA,1849,1228,2025,15200,10602
2148,"Endicott College","MA",2,782,NA,1000,858,665,11455,NA
2153,"Gordon College","MA",2,992,NA,674,565,1151,12200,9226
2155,"Harvard University","MA",2,NA,NA,13865,2165,6862,18485,37219
2158,"Lasell College","MA",2,800,NA,618,540,470,11475,10066
2160,"Lesley College","MA",2,846,NA,244,198,1134,11700,8694
2161,"University of Massachusetts at Lowell","MA",1,951,NA,3986,3026,5740,9838,7607
2178,"Massachusetts Institute of Technology","MA",2,1381,31,6411,2140,4481,20100,33541
2183,"Bridgewater State College","MA",1,923,NA,4915,3340,5356,5542,4666
2184,"Fitchburg State College","MA",1,891,NA,2857,2090,2879,5542,4861
2185,"Framingham State College","MA",1,911,NA,4141,2316,3248,5244,NA
2187,"North Adams State College","MA",1,897,NA,1563,1005,1380,5542,6562
2188,"Salem State College","MA",1,802,NA,3973,3168,5625,5542,4386
2189,"Westfield State College","MA",1,880,NA,3100,2150,3234,5542,4222
2190,"Worcester State College","MA",1,832,NA,2197,1515,3089,6797,4469
2192,"Mount Holyoke College","MA",2,1120,27,1800,1314,1891,19300,18359
2193,"Mount Ida College","MA",2,NA,NA,4750,4041,1501,9810,5025
2197,"Nichols College","MA",2,814,NA,780,702,707,9744,NA
2199,"Northeastern University","MA",2,998,23,11901,8492,11160,13380,9563
2201,"Pine Manor College","MA",2,764,20,354,323,372,15190,14795
2206,"Regis College","MA",2,881,NA,427,385,581,12700,11758
2208,"Simmons College","MA",2,940,24,1003,782,1144,16160,14086
2209,"Smith College","MA",2,NA,NA,2925,1598,2479,18820,21199
2210,"University of Massachusetts at Dartmouth","MA",1,905,NA,3347,2597,4664,6919,7462
2211,"Springfield College","MA",2,900,NA,1888,1347,2160,9438,NA
2217,"Stonehill College","MA",2,1010,NA,3646,2300,2022,12170,7495
2218,"Suffolk University","MA",2,854,NA,1247,980,2207,10584,9336
2219,"Tufts University","MA",2,NA,NA,7614,3605,4598,19701,18981
2221,"University of Massachusetts at Amherst","MA",1,NA,NA,14438,12414,16282,8566,10276
2222,"University of Massachusetts at Boston","MA",1,895,NA,2237,1495,6034,8568,10132
2224,"Wellesley College","MA",2,1230,NA,2895,1249,2195,18345,21409
2226,"Western New England College","MA",2,837,NA,1650,1471,1803,8994,8409
2227,"Wheaton College","MA",2,1080,24,1738,1373,1335,18460,22704
2228,"Wheelock College","MA",2,853,NA,399,335,736,13472,12113
2229,"Williams College","MA",2,NA,NA,4186,1245,1988,19629,22014
2233,"Worcester Polytechnic Institute","MA",2,1200,28,2768,2314,2802,15884,10774
4661,"Hampshire College","MA",2,1111,NA,1342,998,1079,20655,14276
9645,"Simon's Rock College of Bard","MA",2,1171,NA,300,171,303,16900,13311
29099,"Wentworth Institute of Technology","MA",2,850,NA,1480,1257,2961,9850,17858
1436,"Capitol College","MD",2,880,NA,100,90,282,8400,7976
2062,"Bowie State University","MD",1,741,NA,1643,882,2179,4869,7848
2065,"College of Notre Dame of Maryland","MD",2,970,NA,457,356,667,11180,7477
2067,"Columbia Union College","MD",2,NA,NA,1301,957,514,9500,9431
2068,"Coppin State College","MD",1,763,18,1478,723,1863,5000,7160
2072,"Frostburg State University","MD",1,902,NA,2916,2167,4147,5428,5491
2073,"Goucher College","MD",2,1111,NA,1151,813,850,15588,16623
2076,"Hood College","MD",2,994,24,699,565,710,13960,12434
2077,"Johns Hopkins University","MD",2,1292,30,8474,3446,3566,18800,56233
2078,"Loyola College","MD",2,1070,NA,4076,3137,3010,12990,9448
2083,"Morgan State University","MD",1,871,NA,5892,3034,4517,4136,6867
2086,"Mount Saint Mary's College","MD",2,970,NA,1321,1159,1243,12850,8536
2091,"Salisbury State University","MD",1,1045,22,4216,2290,4296,5130,5125
2092,"St. John's College","MD",2,NA,NA,323,278,393,16150,15622
2095,"St. Mary's College of Maryland","MD",1,1194,NA,1340,695,1315,6800,10357
2099,"Towson State University","MD",1,983,NA,6151,3837,9247,5166,5401
2101,"United States Naval Academy","MD",1,1171,NA,11522,1463,4125,NA,40020
2103,"University of Maryland at College Park","MD",1,1085,NA,14292,10315,19340,8723,9021
2105,"University of Maryland at Baltimore County","MD",1,1083,23,4269,2594,6476,8594,7618
2106,"University of Maryland Eastern Shore","MD",1,739,NA,1600,1016,2067,7014,5191
2107,"Villa Julie College","MD",2,920,NA,823,347,1055,7400,5287
2108,"Washington College","MD",2,1067,NA,1209,942,822,15276,10830
2109,"Western Maryland College","MD",2,1011,NA,1205,984,1071,14510,10026
2033,"University of Maine at Presque Isle","ME",1,821,NA,461,381,974,6600,6408
2036,"Bates College","ME",2,1230,NA,3461,1541,1599,25180,16444
2038,"Bowdoin College","ME",2,1220,NA,3356,1019,1490,19030,20447
2039,"Colby College","ME",2,1170,26,2848,1319,1720,18930,15954
2040,"University of Maine at Farmington","ME",1,NA,NA,1208,803,1906,6810,5712
2041,"University of Maine at Fort Kent","ME",1,798,NA,225,168,467,4800,5632
2043,"Husson College","ME",2,818,NA,723,652,951,7800,4923
2050,"University of New England","ME",2,900,NA,1209,750,820,11450,9718
2051,"Saint Joseph's College","ME",2,880,NA,833,682,716,9985,4322
2052,"Thomas College","ME",2,830,NA,356,312,388,8850,5001
2053,"University of Maine at Orono","ME",1,989,NA,5260,4589,7366,7975,7379
2055,"University of Maine at Machias","ME",1,NA,NA,441,369,633,6600,5935
6858,"Unity College","ME",2,965,NA,456,409,458,9550,6145
9762,"University of Southern Maine","ME",1,957,NA,2335,1933,3556,8160,7391
2234,"Adrian College","MI",2,NA,22,1428,1097,1036,11250,8735
2235,"Albion College","MI",2,NA,NA,1899,1720,1594,13868,11487
2236,"Alma College","MI",2,NA,26,1267,1080,1306,12572,9305
2238,"Andrews University","MI",2,NA,20,1130,704,1586,9996,10908
2239,"Aquinas College","MI",2,NA,NA,619,516,1251,11208,6584
2241,"Calvin College","MI",2,1072,25,1784,1512,3401,10230,7786
2243,"Central Michigan University","MI",1,NA,NA,7304,6263,13244,6660,6965
2247,"Concordia College","MI",2,985,20,180,171,562,10430,NA
2252,"William Tyndale College","MI",2,NA,NA,260,195,235,5519,8336
2259,"Eastern Michigan University","MI",1,896,21,6693,5423,13142,6360,5955
2260,"Ferris State University","MI",1,NA,NA,8671,5855,8996,6911,6467
2268,"Grand Valley State University","MI",1,NA,23,5165,3887,8234,6108,5063
2272,"Hillsdale College","MI",2,1070,24,920,745,1133,11090,12639
2273,"Hope College","MI",2,NA,NA,1712,1483,2505,12275,9284
2275,"Kalamazoo College","MI",2,1201,27,1224,1101,1218,16179,13207
2279,"Lawrence Technological University","MI",2,NA,22,867,695,2176,6759,4727
2282,"Madonna University","MI",2,NA,NA,440,391,1367,5040,5518
2284,"Marygrove College","MI",2,NA,NA,NA,177,602,8094,5889
2290,"Michigan State University","MI",1,982,23,18114,15096,26640,10658,10520
2292,"Michigan Technological University","MI",1,1132,26,2618,2288,5524,8127,7473
2293,"Lake Superior State University","MI",1,NA,20,1406,1169,2432,6456,4310
2301,"Northern Michigan University","MI",1,NA,NA,4519,3844,6261,3880,6886
2307,"Oakland University","MI",1,NA,23,3041,2581,6441,9114,6637
2308,"Olivet College","MI",2,NA,NA,620,565,766,10500,6395
2314,"Saginaw Valley State University","MI",1,NA,20,1549,1349,3598,5673,5391
2316,"Siena Heights College","MI",2,NA,21,464,419,686,9240,9431
2318,"Spring Arbor College","MI",2,NA,21,372,362,1501,8600,10938
2323,"University of Detroit Mercy","MI",2,937,21,927,731,2149,11130,10891
2326,"University of Michigan at Dearborn","MI",1,NA,24,1796,1303,3493,10116,6768
2327,"University of Michigan at Flint","MI",1,NA,NA,970,877,3105,9534,5955
2329,"Wayne State University","MI",1,NA,21,4219,3098,9778,7162,10538
2330,"Western Michigan University","MI",1,NA,23,9167,7191,15739,6940,5983
4673,"Baker College of Flint","MI",2,NA,NA,1754,1754,2805,5960,2589
6771,"Center for Creative Studies","MI",2,NA,21,601,396,525,11230,13025
8759,"Northwood University","MI",2,820,20,1093,998,1650,9450,5568
9092,"University of Michigan at Ann Arbor","MI",1,1177,27,19152,12940,22045,15732,14847
2334,"Augsburg College","MN",2,1040,22,662,513,2074,11902,7836
2336,"Bemidji State University","MN",1,NA,NA,1208,877,3796,4425,3752
2340,"Carleton College","MN",2,NA,NA,2694,1579,1870,19292,17960
2341,"College of Saint Benedict","MN",2,1010,23,938,864,1715,12247,8847
2342,"College of Saint Catherine","MN",2,951,22,511,411,1692,12224,7315
2343,"College of St. Scholastica","MN",2,930,23,672,596,1350,11844,8996
2345,"University of St. Thomas","MN",2,994,23,2057,1807,4106,11712,8546
2346,"Concordia College-Moorhead","MN",2,910,24,2007,1808,2917,10110,8129
2347,"Concordia College at St. Paul","MN",2,NA,NA,281,266,1049,10500,6955
2353,"Gustavus Adolphus College","MN",2,1105,25,1709,1385,2281,14125,9907
2354,"Hamline University","MN",2,1110,25,1006,825,1362,13252,10296
2358,"Macalester College","MN",2,NA,NA,2939,1496,1723,15909,14213
2360,"Mankato State University","MN",1,NA,NA,3073,2672,9649,4300,5801
2367,"Moorhead State University","MN",1,NA,22,2442,2164,5983,4426,4795
2371,"Northwestern College","MN",2,944,22,699,601,1209,11328,9672
2375,"Southwest State University","MN",1,NA,20,1047,938,2091,4285,6591
2377,"Saint Cloud State University","MN",1,NA,NA,3971,3306,11493,4259,4629
2379,"Saint John's University","MN",2,1020,24,933,800,1691,12247,9853
2380,"Saint Mary's College of Minnesota","MN",2,NA,21,876,802,1263,10800,5081
2382,"Saint Olaf College","MN",2,1100,26,2248,1673,2888,14350,12502
2388,"University of Minnesota at Duluth","MN",1,NA,22,4192,3126,5887,8828,6393
2389,"University of Minnesota at Morris","MN",1,1200,26,1458,874,1846,9843,6716
2394,"Winona State University","MN",1,950,22,3325,2047,5800,4200,5318
3969,"University of Minnesota Twin Cities","MN",1,1052,23,11054,6397,16502,8949,16122
9058,"Bethel College","MN",2,NA,NA,856,698,1617,11050,10324
2449,"Avila College","MO",2,900,22,373,298,651,8950,6639
2453,"Central Methodist College","MO",2,NA,NA,633,504,920,7780,6850
2454,"Central Missouri State University","MO",1,NA,21,4681,4101,8094,4620,5501
2456,"Columbia College","MO",2,NA,20,314,158,690,8294,5015
2460,"Culver-Stockton College","MO",2,NA,22,1576,1110,992,8000,5807
2461,"Drury College","MO",2,NA,25,700,650,1065,8730,9303
2464,"Fontbonne College","MO",2,NA,NA,291,245,981,8390,4607
2473,"Kansas City Art Institute","MO",2,919,23,639,427,527,6572,10396
2479,"Lincoln University","MO",1,NA,18,1400,1396,2019,3600,5363
2480,"Lindenwood College","MO",2,870,22,810,484,2155,9200,3480
2482,"Maryville University","MO",2,963,24,549,397,1343,9250,5925
2488,"Missouri Southern State College","MO",1,NA,NA,1576,1326,3689,3840,4172
2489,"Missouri Valley College","MO",2,800,18,1310,983,1057,8550,4333
2490,"Missouri Western State College","MO",1,NA,19,1887,1870,3615,3900,4602
2495,"Northeast Missouri State University","MO",1,NA,26,6040,4577,5640,4856,6601
2496,"Northwest Missouri State University","MO",1,NA,NA,2729,2535,4787,3735,5284
2498,"Park College","MO",2,NA,NA,270,225,3440,3750,3019
2499,"Rockhurst College","MO",2,NA,NA,935,858,1127,9490,7519
2500,"College of the Ozarks","MO",2,NA,21,3258,338,1277,NA,9192
2501,"Southeast Missouri State University","MO",1,NA,NA,2281,1870,6553,4680,5916
2502,"Southwest Baptist University","MO",2,NA,23,1093,1093,1770,7070,4718
2503,"Southwest Missouri State University","MO",1,NA,22,6118,5254,13131,4740,4632
2506,"Saint Louis University","MO",2,NA,NA,3294,2855,4576,11690,18367
2512,"Stephens College","MO",2,900,21,450,405,614,13900,9995
2516,"University of Missouri at Columbia","MO",1,1066,25,6574,4637,14782,9057,10145
2517,"University of Missouri at Rolla","MO",1,1202,27,1877,1826,3926,9057,9699
2518,"University of Missouri at Kansas City","MO",1,NA,24,1901,1340,3416,9501,12453
2519,"University of Missouri at Saint Louis","MO",1,NA,NA,1618,1141,4793,7246,6433
2520,"Washington University","MO",2,NA,NA,7654,5259,4879,18350,45702
2521,"Webster University","MO",2,1005,23,665,462,1739,9160,6951
2523,"Westminster College","MO",2,1000,24,662,553,665,10720,7925
2524,"William Jewell College","MO",2,1060,24,663,547,1279,10060,7885
2525,"William Woods University","MO",2,941,21,469,435,851,10535,7438
7540,"Missouri Baptist College","MO",2,NA,20,308,NA,606,5780,3493
9089,"Hannibal-LaGrange College","MO",2,NA,20,233,201,493,6050,5736
2396,"Alcorn State University","MS",1,NA,18,2928,1853,2326,6616,3913
2397,"Belhaven College","MS",2,922,23,248,197,736,7600,5160
2398,"Blue Mountain College","MS",2,NA,19,75,75,263,3660,5478
2403,"Delta State University","MS",1,NA,NA,967,945,2806,4528,5113
2410,"Jackson State University","MS",1,NA,NA,4799,3278,4786,4190,6358
2414,"Millsaps College","MS",2,1120,26,905,834,1073,11320,11218
2415,"Mississippi College","MS",2,NA,23,594,385,1695,5580,6170
2422,"Mississippi University for Women","MS",1,NA,23,480,405,1673,4386,5704
2423,"Mississippi State University","MS",1,NA,23,4255,3277,10094,9866,6223
2424,"Mississippi Valley State University","MS",1,NA,16,2800,1090,2124,4306,4955
2433,"Rust College","MS",2,NA,16,1328,673,1006,4000,5103
2439,"Tougaloo College","MS",2,NA,NA,3280,578,1120,5010,6481
2440,"University of Mississippi","MS",1,NA,NA,3844,3383,7524,4916,6971
2441,"University of Southern Mississippi","MS",1,980,22,2850,2044,9260,4652,5917
2447,"William Carey College","MS",2,NA,20,200,165,1538,5115,6986
2526,"Carroll College","MT",2,950,23,529,492,1093,8650,5862
2527,"College of Great Falls","MT",2,NA,NA,394,394,700,5100,4957
2530,"Montana State University-Billings","MT",1,NA,NA,931,912,2482,5866,5105
2531,"Montana College of Mineral Sci. & Tech.","MT",1,1056,22,572,544,1470,6073,6112
2532,"Montana State University","MT",1,960,23,3500,2836,8730,5552,6324
2533,"Montana State University - Northern","MT",1,NA,NA,840,840,1169,5879,6674
2534,"Rocky Mountain College","MT",2,870,21,560,392,743,8734,6422
2536,"University of Montana","MT",1,946,22,3314,2809,7754,6311,5862
2537,"Western Montana College","MT",1,NA,19,376,256,816,5658,4489
2905,"North Carolina A. & T. State University","NC",1,825,NA,4809,3089,6162,6806,7090
2906,"Appalachian State University","NC",1,990,22,7313,4664,9940,6806,5854
2907,"University of North Carolina at Asheville","NC",1,1054,24,1757,979,2033,5972,7011
